Date,High,Close,Open,Low
"Oct 18, 2017",5603.82,5590.69,5603.82,5151.44
"Oct 17, 2017",5800.35,5605.51,5741.58,5472.72
"Oct 16, 2017",5776.23,5725.59,5687.57,5544.21
"Oct 15, 2017",5852.48,5678.19,5835.96,5478.61
"Oct 14, 2017",5837.7,5831.79,5643.53,5591.64
"Oct 13, 2017",5840.3,5647.21,5464.16,5436.85
"Oct 12, 2017",5446.91,5446.91,4829.58,4822
"Oct 11, 2017",4873.73,4826.48,4789.25,4751.63
"Oct 10, 2017",4922.17,4781.99,4776.21,4765.1
"Oct 09, 2017",4878.71,4772.02,4614.52,4564.25
"Oct 08, 2017",4624.14,4610.48,4429.67,4405.64
"Oct 07, 2017",4443.88,4426.89,4369.35,4321.05
"Oct 06, 2017",4413.27,4370.81,4324.46,4320.53
"Oct 05, 2017",4362.64,4328.41,4229.88,4164.05
"Oct 04, 2017",4352.31,4229.36,4319.37,4210.42
"Oct 03, 2017",4432.47,4317.48,4408.46,4258.89
"Oct 02, 2017",4470.23,4409.32,4395.81,4377.46
"Oct 01, 2017",4403.74,4403.74,4341.05,4269.81
"Sep 30, 2017",4358.43,4338.71,4166.11,4160.86
"Sep 29, 2017",4214.63,4163.07,4171.62,4039.29
"Sep 28, 2017",4279.31,4174.73,4197.13,4109.7
"Sep 27, 2017",4210.05,4200.67,3892.94,3884.82
"Sep 26, 2017",3969.89,3892.35,3928.41,3869.9
"Sep 25, 2017",3950.25,3926.07,3681.58,3681.58
"Sep 24, 2017",3796.15,3682.84,3796.15,3666.9
"Sep 23, 2017",3819.21,3792.4,3629.92,3594.58
"Sep 22, 2017",3758.27,3630.7,3628.02,3553.53
"Sep 21, 2017",3916.42,3631.04,3901.47,3613.63
"Sep 20, 2017",4031.39,3905.95,3916.36,3857.73
"Sep 19, 2017",4094.07,3924.97,4073.79,3868.87
"Sep 18, 2017",4079.23,4065.2,3591.09,3591.09
"Sep 17, 2017",3664.81,3582.88,3606.28,3445.64
"Sep 16, 2017",3808.84,3625.04,3637.75,3487.79
"Sep 15, 2017",3733.45,3637.52,3166.3,2946.62
"Sep 14, 2017",3920.6,3154.95,3875.37,3153.86
"Sep 13, 2017",4131.98,3882.59,4131.98,3789.92
"Sep 12, 2017",4344.65,4130.81,4168.88,4085.22
"Sep 11, 2017",4261.67,4161.27,4122.47,4099.4
"Sep 10, 2017",4245.44,4122.94,4229.34,3951.04
"Sep 09, 2017",4308.82,4226.06,4229.81,4114.11
"Sep 08, 2017",4661,4228.75,4605.16,4075.18
"Sep 07, 2017",4655.04,4599.88,4589.14,4491.33
"Sep 06, 2017",4617.25,4597.12,4376.59,4376.59
"Sep 05, 2017",4427.84,4376.53,4228.29,3998.11
"Sep 04, 2017",4591.63,4236.31,4591.63,4108.4
"Sep 03, 2017",4714.08,4582.96,4585.27,4417.59
"Sep 02, 2017",4975.04,4578.77,4901.42,4469.24
"Sep 01, 2017",4892.01,4892.01,4701.76,4678.53
"Aug 31, 2017",4736.05,4703.39,4555.59,4549.4
"Aug 30, 2017",4626.52,4565.3,4570.36,4471.41
"Aug 29, 2017",4625.68,4579.02,4389.21,4352.13
"Aug 28, 2017",4403.93,4382.66,4384.45,4224.64
"Aug 27, 2017",4416.59,4382.88,4345.1,4317.29
"Aug 26, 2017",4379.28,4352.4,4372.06,4269.52
"Aug 25, 2017",4455.7,4371.6,4332.82,4307.35
"Aug 24, 2017",4376.39,4334.68,4137.6,4130.26
"Aug 23, 2017",4255.78,4151.52,4089.01,4078.41
"Aug 22, 2017",4128.76,4100.52,3998.35,3674.58
"Aug 21, 2017",4109.14,4001.74,4090.48,3988.6
"Aug 20, 2017",4196.29,4087.66,4189.31,4069.88
"Aug 19, 2017",4243.26,4193.7,4137.75,3970.55
"Aug 18, 2017",4370.13,4160.62,4324.34,4015.4
"Aug 17, 2017",4484.7,4331.69,4384.44,4243.71
"Aug 16, 2017",4381.23,4376.63,4200.34,3994.42
"Aug 15, 2017",4455.97,4181.93,4326.99,3906.18
"Aug 14, 2017",4325.13,4325.13,4066.1,3989.16
"Aug 13, 2017",4208.39,4073.26,3880.04,3857.8
"Aug 12, 2017",3949.92,3884.71,3650.63,3613.7
"Aug 11, 2017",3679.72,3650.62,3373.82,3372.12
"Aug 10, 2017",3453.45,3381.28,3341.84,3319.47
"Aug 09, 2017",3422.76,3342.47,3420.4,3247.67
"Aug 08, 2017",3484.85,3419.94,3370.22,3345.83
"Aug 07, 2017",3397.68,3378.94,3212.78,3180.89
"Aug 06, 2017",3293.29,3213.94,3257.61,3155.6
"Aug 05, 2017",3290.01,3252.91,2897.63,2874.83
"Aug 04, 2017",2899.33,2895.89,2806.93,2743.72
"Aug 03, 2017",2813.31,2804.73,2709.56,2685.14
"Aug 02, 2017",2762.53,2710.67,2727.13,2668.59
"Aug 01, 2017",2921.35,2718.26,2871.3,2685.61
"Jul 31, 2017",2889.62,2875.34,2763.24,2720.61
"Jul 30, 2017",2758.53,2757.18,2724.39,2644.85
"Jul 29, 2017",2808.76,2726.45,2807.02,2692.8
"Jul 28, 2017",2897.45,2809.01,2679.73,2679.73
"Jul 27, 2017",2693.32,2671.78,2538.71,2529.34
"Jul 26, 2017",2610.76,2529.45,2577.77,2450.8
"Jul 25, 2017",2768.08,2576.48,2757.5,2480.96
"Jul 24, 2017",2777.26,2754.86,2732.7,2699.19
"Jul 23, 2017",2832.18,2730.4,2808.1,2653.94
"Jul 22, 2017",2862.42,2810.12,2668.63,2657.71
"Jul 21, 2017",2838.41,2667.76,2838.41,2621.85
"Jul 20, 2017",2900.7,2817.6,2269.89,2269.89
"Jul 19, 2017",2397.17,2273.43,2323.08,2260.23
"Jul 18, 2017",2387.61,2318.88,2233.52,2164.77
"Jul 17, 2017",2230.49,2228.41,1932.62,1932.62
"Jul 16, 2017",2058.77,1929.82,1991.98,1843.03
"Jul 15, 2017",2231.14,1998.86,2230.12,1990.41
"Jul 14, 2017",2363.25,2233.34,2360.59,2183.22
"Jul 13, 2017",2425.22,2357.9,2402.7,2340.83
"Jul 12, 2017",2423.71,2398.84,2332.77,2275.14
"Jul 11, 2017",2413.47,2337.79,2385.89,2296.81
"Jul 10, 2017",2537.16,2372.56,2525.25,2321.13
"Jul 09, 2017",2635.49,2518.44,2572.61,2517.59
"Jul 08, 2017",2571.34,2571.34,2520.27,2492.31
"Jul 07, 2017",2916.14,2518.66,2608.59,2498.87
"Jul 06, 2017",2616.72,2608.56,2608.1,2581.69
"Jul 05, 2017",2622.65,2601.99,2602.87,2538.55
"Jul 04, 2017",2631.59,2601.64,2561,2559.35
"Jul 03, 2017",2595,2564.06,2498.56,2480.47
"Jul 02, 2017",2514.28,2506.47,2436.4,2394.84
"Jul 01, 2017",2515.27,2434.55,2492.6,2419.23
"Jun 30, 2017",2559.25,2480.84,2539.24,2478.43
"Jun 29, 2017",2588.83,2539.32,2567.56,2510.48
"Jun 28, 2017",2603.98,2574.79,2553.03,2484.42
"Jun 27, 2017",2552.45,2552.45,2478.45,2332.99
"Jun 26, 2017",2615.25,2478.45,2590.57,2376.29
"Jun 25, 2017",2682.26,2589.41,2607.25,2552.12
"Jun 24, 2017",2757.94,2608.72,2738.52,2583.19
"Jun 23, 2017",2765.17,2744.91,2707.34,2706.37
"Jun 22, 2017",2723.74,2705.41,2691.03,2642.36
"Jun 21, 2017",2772.01,2689.1,2709.43,2660.4
"Jun 20, 2017",2763.45,2721.79,2591.26,2589.82
"Jun 19, 2017",2662.85,2589.6,2549.03,2549.03
"Jun 18, 2017",2662.1,2548.29,2655.35,2516.33
"Jun 17, 2017",2685.19,2655.88,2514.01,2484.96
"Jun 16, 2017",2539.92,2518.56,2469.57,2385.15
"Jun 15, 2017",2534.71,2464.58,2499.58,2212.96
"Jun 14, 2017",2786.83,2506.37,2716.88,2412.94
"Jun 13, 2017",2789.04,2717.02,2680.91,2650.38
"Jun 12, 2017",2997.26,2659.63,2953.22,2518.56
"Jun 11, 2017",2996.6,2958.11,2942.41,2840.53
"Jun 10, 2017",2950.99,2947.71,2828.14,2746.55
"Jun 09, 2017",2901.71,2823.81,2807.44,2795.62
"Jun 08, 2017",2815.3,2805.62,2720.49,2670.95
"Jun 07, 2017",2869.38,2732.16,2869.38,2700.56
"Jun 06, 2017",2999.91,2863.2,2690.84,2690.84
"Jun 05, 2017",2686.81,2686.81,2512.4,2510.22
"Jun 04, 2017",2585.89,2511.81,2547.79,2452.54
"Jun 03, 2017",2581.91,2515.35,2493.72,2423.57
"Jun 02, 2017",2488.55,2488.55,2404.03,2373.32
"Jun 01, 2017",2448.39,2407.88,2288.33,2288.33
"May 31, 2017",2311.08,2286.41,2187.19,2145.57
"May 30, 2017",2301.96,2175.47,2255.36,2124.57
"May 29, 2017",2307.05,2255.61,2159.43,2107.17
"May 28, 2017",2267.34,2155.8,2054.08,2054.08
"May 27, 2017",2260.2,2038.87,2196.27,1855.83
"May 26, 2017",2573.79,2202.42,2320.89,2071.99
"May 25, 2017",2763.71,2304.98,2446.24,2285.3
"May 24, 2017",2523.72,2443.64,2321.37,2321.37
"May 23, 2017",2320.82,2320.42,2191.56,2178.5
"May 22, 2017",2303.9,2173.4,2043.19,2017.87
"May 21, 2017",2119.08,2041.2,2067.03,2037.5
"May 20, 2017",2084.73,2084.73,1984.24,1974.92
"May 19, 2017",2004.52,1987.71,1897.37,1890.25
"May 18, 2017",1904.48,1888.65,1818.7,1807.12
"May 17, 2017",1864.05,1839.09,1726.73,1661.91
"May 16, 2017",1785.94,1734.45,1741.7,1686.54
"May 15, 2017",1812.8,1738.43,1808.44,1708.54
"May 14, 2017",1831.42,1808.91,1800.86,1776.62
"May 13, 2017",1812.99,1804.91,1723.12,1651.08
"May 12, 2017",1856.15,1724.24,1845.76,1694.01
"May 11, 2017",1873.93,1848.57,1780.37,1755.35
"May 10, 2017",1788.44,1787.13,1756.52,1719.1
"May 09, 2017",1833.49,1755.36,1723.89,1716.3
"May 08, 2017",1723.35,1723.35,1596.92,1596.92
"May 07, 2017",1596.72,1596.71,1579.47,1559.76
"May 06, 2017",1578.8,1578.8,1556.81,1542.5
"May 05, 2017",1618.03,1555.45,1540.87,1530.31
"May 04, 2017",1608.91,1537.67,1490.72,1490.72
"May 03, 2017",1492.77,1490.09,1453.78,1447.49
"May 02, 2017",1473.9,1452.82,1421.03,1415.69
"May 01, 2017",1434.32,1421.6,1348.3,1348.3
"Apr 30, 2017",1347.91,1347.89,1321.87,1314.92
"Apr 29, 2017",1327.2,1321.79,1317.84,1315.21
"Apr 28, 2017",1331.28,1316.48,1317.74,1292.37
"Apr 27, 2017",1319.7,1317.73,1281.88,1281.3
"Apr 26, 2017",1294.83,1281.08,1265.99,1265.93
"Apr 25, 2017",1267.58,1265.49,1250.45,1249.97
"Apr 24, 2017",1250.94,1250.15,1209.63,1209.63
"Apr 23, 2017",1232.2,1207.21,1231.92,1203.94
"Apr 22, 2017",1235.56,1231.71,1222.71,1208.47
"Apr 21, 2017",1235.94,1222.05,1229.42,1215.56
"Apr 20, 2017",1240.79,1229.08,1211.08,1208.41
"Apr 19, 2017",1215.51,1210.29,1212.13,1205.08
"Apr 18, 2017",1217.57,1211.67,1193.77,1193.77
"Apr 17, 2017",1194.9,1193.91,1183.25,1172.65
"Apr 16, 2017",1187.22,1182.94,1172.61,1172.61
"Apr 15, 2017",1188,1172.52,1167.3,1164.96
"Apr 14, 2017",1190.8,1167.54,1170.33,1159.79
"Apr 13, 2017",1205.89,1169.28,1201.02,1156.44
"Apr 12, 2017",1207.14,1200.37,1204.81,1196.76
"Apr 11, 2017",1208.07,1205.01,1187.46,1187.46
"Apr 10, 2017",1190.34,1187.13,1187.3,1179.04
"Apr 09, 2017",1197.21,1187.87,1176.57,1171.86
"Apr 08, 2017",1184.98,1175.95,1172.65,1162.58
"Apr 07, 2017",1186.58,1176.9,1178.94,1163.39
"Apr 06, 2017",1188.37,1182.68,1125.81,1125.81
"Apr 05, 2017",1135.09,1124.78,1134.14,1113.63
"Apr 04, 2017",1156.44,1133.25,1145.52,1120.52
"Apr 03, 2017",1151.74,1143.81,1102.95,1102.95
"Apr 02, 2017",1107.59,1102.17,1080.61,1075.45
"Apr 01, 2017",1091.72,1080.5,1071.71,1061.09
"Mar 31, 2017",1074.92,1071.79,1026.64,1026.64
"Mar 30, 2017",1049.29,1026.43,1042.21,1020.04
"Mar 29, 2017",1055.13,1039.97,1046.08,1015.88
"Mar 28, 2017",1064.65,1047.15,1044.58,1027.73
"Mar 27, 2017",1046.4,1045.77,972.06,971.98
"Mar 26, 2017",1007.96,966.73,974.02,954.19
"Mar 25, 2017",975.76,972.78,936.54,903.71
"Mar 24, 2017",1040.47,937.52,1038.45,934.36
"Mar 23, 2017",1058.01,1038.59,1050.05,1028.93
"Mar 22, 2017",1120.65,1049.14,1120.65,1014.21
"Mar 21, 2017",1122.43,1120.54,1055.36,1055.36
"Mar 20, 2017",1063.03,1054.23,1037.24,1036.68
"Mar 19, 2017",1069.91,1036.74,976.73,976.73
"Mar 18, 2017",1114.07,973.82,1099.69,957.66
"Mar 17, 2017",1180.16,1100.23,1180.16,1099.57
"Mar 16, 2017",1257.98,1187.81,1251.33,1152.44
"Mar 15, 2017",1251.61,1249.61,1240.16,1239.75
"Mar 14, 2017",1244.81,1240,1232.16,1220.72
"Mar 13, 2017",1237.37,1231.92,1221.78,1217.03
"Mar 12, 2017",1226.98,1221.38,1176.62,1175.36
"Mar 11, 2017",1193.83,1175.83,1116.32,1116.32
"Mar 10, 2017",1270.47,1116.72,1189.36,1077.25
"Mar 09, 2017",1197.46,1188.49,1150.35,1141.23
"Mar 08, 2017",1232.16,1150,1223.23,1148.08
"Mar 07, 2017",1275.55,1223.54,1273.21,1204.8
"Mar 06, 2017",1276,1272.83,1267.47,1264.6
"Mar 05, 2017",1267.29,1267.12,1254.29,1238.06
"Mar 04, 2017",1279.4,1255.15,1277.43,1230.51
"Mar 03, 2017",1280.31,1274.99,1250.71,1250.71
"Mar 02, 2017",1262.13,1251.01,1224.68,1215.62
"Mar 01, 2017",1222.5,1222.5,1180.04,1179.69
"Feb 28, 2017",1193.25,1179.97,1180.72,1171.82
"Feb 27, 2017",1181.98,1179.97,1163.78,1163.38
"Feb 26, 2017",1167.47,1165.2,1144.27,1130.2
"Feb 25, 2017",1174.85,1143.84,1170.41,1124.59
"Feb 24, 2017",1200.39,1173.68,1172.71,1131.96
"Feb 23, 2017",1176.62,1166.72,1117.27,1116.96
"Feb 22, 2017",1125.39,1117.44,1114.8,1100.55
"Feb 21, 2017",1117.25,1115.3,1079.28,1076.93
"Feb 20, 2017",1080.49,1079.98,1048.69,1041.69
"Feb 19, 2017",1056.81,1047.87,1054.76,1043.46
"Feb 18, 2017",1061.1,1054.42,1049.21,1046.96
"Feb 17, 2017",1053.17,1046.21,1026.12,1025.64
"Feb 16, 2017",1033.37,1027.44,1007.65,1007.65
"Feb 15, 2017",1008.84,1007.48,1006.21,1001.58
"Feb 14, 2017",1011.51,1004.55,991.74,986.47
"Feb 13, 2017",1002.1,990.64,998.89,976
"Feb 12, 2017",1004.76,999.18,1003.52,996.92
"Feb 11, 2017",1009.29,1004.45,988.9,982.83
"Feb 10, 2017",998.91,988.67,995.63,946.69
"Feb 09, 2017",1088.99,994.38,1064.7,953.34
"Feb 08, 2017",1078.97,1063.07,1062.32,1037.49
"Feb 07, 2017",1061.93,1061.35,1040.14,1040.14
"Feb 06, 2017",1044.64,1038.15,1028.4,1028.16
"Feb 05, 2017",1043.63,1027.34,1043.52,1022.37
"Feb 04, 2017",1045.9,1042.9,1031.33,1015.16
"Feb 03, 2017",1033.87,1029.91,1011.46,1008.79
"Feb 02, 2017",1013.52,1011.8,990,983.22
"Feb 01, 2017",989.11,989.02,970.94,970.74
"Jan 31, 2017",972.02,970.4,920.96,920.96
"Jan 30, 2017",923.05,920.38,920.15,919.47
"Jan 29, 2017",923.42,919.5,922.07,919.15
"Jan 28, 2017",923.91,921.59,919.81,919.81
"Jan 27, 2017",923.22,919.75,918.36,915.85
"Jan 26, 2017",919.33,917.59,902.4,902.22
"Jan 25, 2017",903.25,901.54,891.92,891.69
"Jan 24, 2017",924.15,892.69,910.68,892.29
"Jan 23, 2017",928.27,921.01,925.5,916.74
"Jan 22, 2017",937.53,924.67,922.21,897.56
"Jan 21, 2017",927.37,921.79,895.55,895.54
"Jan 20, 2017",899.4,895.03,898.17,887.01
"Jan 19, 2017",904.61,899.07,888.34,884.34
"Jan 18, 2017",917.5,886.62,909.37,858.3
"Jan 17, 2017",910.56,907.94,830.95,830.8
"Jan 16, 2017",834.53,831.53,821.78,820.27
"Jan 15, 2017",823.31,821.8,818.14,812.87
"Jan 14, 2017",835.09,818.41,825.14,812.46
"Jan 13, 2017",829,823.98,803.74,780
"Jan 12, 2017",826.25,804.83,775.18,755.76
"Jan 11, 2017",919.45,777.76,908.12,762.77
"Jan 10, 2017",914.87,907.68,902.44,901.06
"Jan 09, 2017",913.69,902.83,913.24,879.81
"Jan 08, 2017",942.72,911.2,908.18,887.25
"Jan 07, 2017",908.59,908.59,903.49,823.56
"Jan 06, 2017",1046.81,902.2,1014.24,883.94
"Jan 05, 2017",1191.1,1013.38,1156.73,910.42
"Jan 04, 2017",1159.42,1154.73,1044.4,1044.4
"Jan 03, 2017",1044.08,1043.84,1021.6,1021.6
"Jan 02, 2017",1031.39,1021.75,998.62,996.7
"Jan 01, 2017",1003.08,998.33,963.66,958.7
"Dec 31, 2016",963.74,963.74,960.63,947.24
"Dec 30, 2016",972.54,961.24,972.54,934.83
"Dec 29, 2016",979.4,973.5,975.13,954.5
"Dec 28, 2016",975.92,975.92,934.83,934.83
"Dec 27, 2016",940.05,933.2,908.35,904.26
"Dec 26, 2016",913.18,907.61,896.91,896.9
"Dec 25, 2016",899.65,896.18,899.65,862.42
"Dec 24, 2016",923.48,898.82,922.18,886.34
"Dec 23, 2016",925.12,921.98,864.89,864.68
"Dec 22, 2016",875.78,864.54,834.18,834.15
"Dec 21, 2016",834.28,834.28,800.64,799.41
"Dec 20, 2016",801.34,800.88,792.25,791.5
"Dec 19, 2016",793.61,792.71,790.69,790.32
"Dec 18, 2016",794.74,790.53,791.01,788.03
"Dec 17, 2016",792.51,790.83,785.17,784.86
"Dec 16, 2016",785.03,784.91,778.96,778.96
"Dec 15, 2016",781.44,778.09,780.07,777.8
"Dec 14, 2016",782.03,781.48,780.01,776.84
"Dec 13, 2016",788.46,780.56,780.65,777.96
"Dec 12, 2016",781.92,780.09,770.04,770.04
"Dec 11, 2016",774.8,769.73,774.75,765.41
"Dec 10, 2016",777.09,774.65,773.02,772.91
"Dec 09, 2016",774.53,772.79,769.94,769.65
"Dec 08, 2016",774.7,770.81,768.08,765.95
"Dec 07, 2016",771.54,768.13,764.21,759.75
"Dec 06, 2016",765.62,764.22,758.72,758.72
"Dec 05, 2016",773.47,758.7,773.39,751.71
"Dec 04, 2016",773.87,773.87,771.64,768.16
"Dec 03, 2016",778.25,771.16,778.25,764.86
"Dec 02, 2016",781.3,777.94,757.55,757.55
"Dec 01, 2016",758.28,756.77,746.05,746.05
"Nov 30, 2016",747.93,745.69,736.28,736.27
"Nov 29, 2016",737.47,735.6,736.33,734.56
"Nov 28, 2016",738.01,735.81,732.48,732.48
"Nov 27, 2016",739.02,732.04,735.44,731.09
"Nov 26, 2016",742.21,735.38,741.51,729.63
"Nov 25, 2016",741.65,741.65,740.44,734.59
"Nov 24, 2016",746.83,740.29,744.62,733.49
"Nov 23, 2016",752.25,744.59,751.74,738.92
"Nov 22, 2016",753.87,751.35,739.64,736.53
"Nov 21, 2016",741.72,739.25,731.27,730.51
"Nov 20, 2016",755.48,731.03,751.88,717.94
"Nov 19, 2016",756.24,751.62,751.83,744.47
"Nov 18, 2016",752.88,751.59,740.71,736.89
"Nov 17, 2016",755.65,740.98,744.88,739.51
"Nov 16, 2016",747.62,744.2,711.17,709.04
"Nov 15, 2016",715.72,711.62,705.79,705.26
"Nov 14, 2016",706.28,705.02,702,699.81
"Nov 13, 2016",705.26,702.03,705.2,687.32
"Nov 12, 2016",717.15,705.05,716.75,704.04
"Nov 11, 2016",718.32,716.41,715.56,714.41
"Nov 10, 2016",723.02,715.53,722.84,711.21
"Nov 09, 2016",740.05,723.27,709.83,708.61
"Nov 08, 2016",712.99,709.85,703.09,702.39
"Nov 07, 2016",710.74,703.13,710.74,699.9
"Nov 06, 2016",714.26,711.52,703.81,699.56
"Nov 05, 2016",707.51,703.42,703.53,697.74
"Nov 04, 2016",706.93,703.24,689.12,685.56
"Nov 03, 2016",745.77,688.7,742.35,678.16
"Nov 02, 2016",740.83,740.83,730.07,722.35
"Nov 01, 2016",736.45,729.79,701.34,701.34
"Oct 31, 2016",709.29,700.97,702.64,691.68
"Oct 30, 2016",714.12,701.86,714.12,696.48
"Oct 29, 2016",720.4,714.48,690.29,690.05
"Oct 28, 2016",690.44,689.65,688,684.16
"Oct 27, 2016",688.59,688.31,678.21,678.04
"Oct 26, 2016",679.73,678.3,657.68,657.68
"Oct 25, 2016",664.42,657.59,654,653.7
"Oct 24, 2016",657.25,653.76,657.16,652.6
"Oct 23, 2016",661.13,657.07,657.62,653.89
"Oct 22, 2016",658.2,657.29,633.14,632.85
"Oct 21, 2016",634.09,632.83,630.83,630.69
"Oct 20, 2016",631.92,630.86,630.66,628.26
"Oct 19, 2016",638.87,630.52,638.13,628.01
"Oct 18, 2016",640.74,637.96,639.41,636
"Oct 17, 2016",642.33,639.19,641.82,638.66
"Oct 16, 2016",642.9,641.63,639.08,638.9
"Oct 15, 2016",642.1,638.65,640.31,637.39
"Oct 14, 2016",641.29,640.38,637.01,637.01
"Oct 13, 2016",638.83,636.79,636.03,635.03
